profile_id,listing_id,view_time,index,num_beds,price,property_type,planning_area,subzone,name_of_nearest_mrt,num_baths,tenure,built_year,size_sqft,per_price
1,141036,3,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,667893,7,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,544542,1,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,364468,9,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,504839,3,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,588014,10,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,950151,3,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,742039,10,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,337545,5,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,866887,7,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
1,477545,5,0,"6.0,5.0","0,31709402","condo,apartment",,,,,,,,
2,523248,9,0,,,"executive condo,condo",,,,,,,,
2,575303,8,0,,,"executive condo,condo",,,,,,,,
2,944835,2,0,,,"executive condo,condo",,,,,,,,
2,376545,3,0,,,"executive condo,condo",,,,,,,,
2,794786,3,0,,,"executive condo,condo",,,,,,,,
2,161123,9,0,,,"executive condo,condo",,,,,,,,
2,857585,3,0,,,"executive condo,condo",,,,,,,,
2,860881,7,0,,,"executive condo,condo",,,,,,,,
2,350832,2,0,,,"executive condo,condo",,,,,,,,
2,339405,4,0,,,"executive condo,condo",,,,,,,,
2,865700,5,0,,,"executive condo,condo",,,,,,,,
2,886510,2,0,,,"executive condo,condo",,,,,,,,
2,499167,9,0,,,"executive condo,condo",,,,,,,,
2,223842,5,0,,,"executive condo,condo",,,,,,,,
2,372096,1,0,,,"executive condo,condo",,,,,,,,
3,601785,10,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,536802,6,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,934362,3,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,926734,3,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,200180,2,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,297697,3,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,814081,9,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,243265,1,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,237551,4,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,382872,9,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,764877,3,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,659319,6,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,120602,2,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,612897,10,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
3,627497,3,0,"3.0,4.0,5.0",,"executive condo,condo",,,"bukit gombak,newton",,,"1992,2029.0",,
4,305042,10,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,901635,2,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,682504,4,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,496786,5,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,450511,1,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,963960,9,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,275538,5,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,336144,1,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,370936,7,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,110976,6,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,217530,3,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,990387,6,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,618049,5,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,425951,1,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
4,472916,10,0,"4.0,5.0,3.0,6.0","1033737,115500001","condo,semi-detached house",,,"dakota,yishun,buangkok","1.0,2.0,3.0","99-year leasehold,freehold",,"0,2750","0,2734"
5,584128,9,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,527087,3,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,662171,1,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,142850,7,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,133056,2,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,380930,5,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,817965,3,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,854207,4,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,354079,9,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,800546,3,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,473751,4,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,673684,10,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,845042,10,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,724335,1,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
5,128707,7,0,"4.0,5.0,2.0,6.0","1094561,57299551",,bukit batok,,,,,,"0,6208",
6,741859,7,0,"3.0,1.0,5.0",,,,,,,,,,
6,572664,4,0,"3.0,1.0,5.0",,,,,,,,,,
6,930367,2,0,"3.0,1.0,5.0",,,,,,,,,,
6,999293,9,0,"3.0,1.0,5.0",,,,,,,,,,
6,792553,2,0,"3.0,1.0,5.0",,,,,,,,,,
6,900532,9,0,"3.0,1.0,5.0",,,,,,,,,,
6,347650,9,0,"3.0,1.0,5.0",,,,,,,,,,
6,376480,2,0,"3.0,1.0,5.0",,,,,,,,,,
6,132978,9,0,"3.0,1.0,5.0",,,,,,,,,,
6,361797,4,0,"3.0,1.0,5.0",,,,,,,,,,
6,215310,5,0,"3.0,1.0,5.0",,,,,,,,,,
6,100809,2,0,"3.0,1.0,5.0",,,,,,,,,,
6,536859,8,0,"3.0,1.0,5.0",,,,,,,,,,
6,888125,9,0,"3.0,1.0,5.0",,,,,,,,,,
6,428581,5,0,"3.0,1.0,5.0",,,,,,,,,,
7,229420,5,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,507697,8,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,325811,2,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,748646,3,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,825860,10,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,334120,10,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,772198,5,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,213949,9,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,548009,6,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,885230,9,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,725473,5,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,478177,4,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,173230,4,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,537197,6,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
7,548009,10,0,"3.0,4.0,5.0","2386549,4719632","condo,hdb",,,,"5.0,4.0",,,,
8,187764,8,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,169355,7,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,169122,6,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,794525,7,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,843597,3,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,528742,10,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,233229,9,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,328638,1,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,716344,9,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,977842,1,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,651781,1,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,467615,8,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,217456,7,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,189924,10,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
8,406580,6,0,"2.0,3.0,1.0","2966934,115500001","executive condo,condo,semi-detached house",,,,,,,,
9,121139,10,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,356830,6,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,294452,8,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,530062,4,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,316338,2,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,532380,9,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,649184,3,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,566059,8,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,991116,2,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,879239,8,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,638371,10,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,943360,9,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,495547,6,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,768354,10,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
9,246944,9,0,"3.0,4.0,1.0,5.0",,,kallang,"changi west,tanjong rhu,sembawang springs",,,,,,
10,756311,6,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,474727,8,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,616460,9,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,124529,9,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,850283,7,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,845566,8,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,582861,3,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,896907,9,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,488206,10,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,201560,4,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,733341,8,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,935524,2,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,724103,3,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,793409,1,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
10,823830,6,0,,"2143362,115500001",,,,,,"nan,99-year leasehold",,"1011,6616","0,12174"
11,406664,7,0,,"1786119,115500001",,,,,,,,,
11,444283,9,0,,"1786119,115500001",,,,,,,,,
11,395965,9,0,,"1786119,115500001",,,,,,,,,
11,925241,3,0,,"1786119,115500001",,,,,,,,,
11,438074,3,0,,"1786119,115500001",,,,,,,,,
11,409578,7,0,,"1786119,115500001",,,,,,,,,
11,142018,7,0,,"1786119,115500001",,,,,,,,,
11,812569,1,0,,"1786119,115500001",,,,,,,,,
11,761709,5,0,,"1786119,115500001",,,,,,,,,
11,189279,2,0,,"1786119,115500001",,,,,,,,,
11,700631,2,0,,"1786119,115500001",,,,,,,,,
11,898039,4,0,,"1786119,115500001",,,,,,,,,
11,185632,5,0,,"1786119,115500001",,,,,,,,,
11,716029,5,0,,"1786119,115500001",,,,,,,,,
11,870269,6,0,,"1786119,115500001",,,,,,,,,
12,803900,10,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,849166,2,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,700114,10,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,286937,9,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,926048,9,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,124880,3,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,369019,8,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,144729,6,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,174388,7,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,477453,7,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,633037,4,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,700114,10,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,858839,4,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,734154,3,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
12,174388,5,0,,"2393019,33036234",condo,,,"clementi,kaki bukit","3.0,1.0,5.0",99-year leasehold,,,"857,28969.57410881801"
13,492978,6,0,,"0,23102876",,,,,,,,,
13,212724,7,0,,"0,23102876",,,,,,,,,
13,309842,3,0,,"0,23102876",,,,,,,,,
13,208817,5,0,,"0,23102876",,,,,,,,,
13,299664,3,0,,"0,23102876",,,,,,,,,
13,642805,6,0,,"0,23102876",,,,,,,,,
13,642818,10,0,,"0,23102876",,,,,,,,,
13,238167,2,0,,"0,23102876",,,,,,,,,
13,507734,9,0,,"0,23102876",,,,,,,,,
13,127771,3,0,,"0,23102876",,,,,,,,,
13,653872,8,0,,"0,23102876",,,,,,,,,
13,645981,8,0,,"0,23102876",,,,,,,,,
13,549180,2,0,,"0,23102876",,,,,,,,,
13,444330,6,0,,"0,23102876",,,,,,,,,
13,434039,3,0,,"0,23102876",,,,,,,,,
14,107430,8,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,314246,5,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,529883,2,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,841694,10,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,882655,10,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,290246,2,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,640268,9,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,198671,5,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,833387,8,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,146049,8,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,817594,10,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,442466,4,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,684918,10,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,512572,8,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
14,373978,4,0,"3.0,4.0,2.0",,"condo,bungalow",,,,,,,,
15,336853,7,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,671008,5,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,131884,1,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,301535,3,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,897299,2,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,554857,4,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,536776,4,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,245775,5,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,651839,5,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,625928,9,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,954505,10,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,301535,10,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,301535,2,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,940894,4,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
15,663016,3,0,,"0,38640713",,ang mo kio,,,,,,,"1322,2640"
16,417644,8,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,286937,2,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,607461,10,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,811046,9,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,171784,7,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,762604,3,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,598240,3,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,377710,6,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,731444,7,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,314641,9,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,550561,9,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,558723,2,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,203990,5,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,485094,5,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
16,200091,4,0,"3.0,2.0,1.0,5.0","2883686,115500001",,,,,,,,,
17,754910,1,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,950922,9,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,686891,3,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,176341,10,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,212840,3,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,839232,9,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,641213,8,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,901522,5,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,215857,5,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,705457,8,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,840448,9,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,535311,6,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,953641,9,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,331589,5,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
17,210340,6,0,,,"corner terrace,condo,hdb",,,,"3.0,1.0",,,"0,1699","787,28969.57410881801"
18,965282,8,0,,,"condo,hdb",,,,"1.0,3.0","nan,99-year leasehold,freehold","1977,2029.0","0,14910","671,6656"
18,529731,5,0,,,"condo,hdb",,,,"1.0,3.0","nan,99-year leasehold,freehold","1977,2029.0","0,14910","671,6656"
18,807270,6,0,,,"condo,hdb",,,,"1.0,3.0","nan,99-year leasehold,freehold","1977,2029.0","0,14910","671,6656"
18,123434,10,0,,,"condo,hdb",,,,"1.0,3.0","nan,99-year leasehold,freehold","1977,2029.0","0,14910","671,6656"
18,564251,1,0,,,"condo,hdb",,,,"1.0,3.0","nan,99-year leasehold,freehold","1977,2029.0","0,14910","671,6656"
18,222067,9,0,,,"condo,hdb",,,,"1.0,3.0","nan,99-year leasehold,freehold","1977,2029.0","0,14910","671,6656"
18,188007,8,0,,,"condo,hdb",,,,"1.0,3.0","nan,99-year leasehold,freehold","1977,2029.0","0,14910","671,6656"
18,690901,7,0,,,"condo,hdb",,,,"1.0,3.0","nan,99-year leasehold,freehold","1977,2029.0","0,14910","671,6656"
