listing_id,num_beds,num_baths,lat,lng,property_type_apartment,property_type_bungalow,property_type_cluster_house,property_type_condo,property_type_conservation_house,property_type_corner_terrace,property_type_executive_condo,property_type_hdb,property_type_land_only,property_type_landed,property_type_semi_detached_house,property_type_shophouse,property_type_terraced_house,property_type_townhouse,property_type_walk_up,tenure_nan,tenure_freehold,tenure_99-110_year,tenure_999+year,size_sqft,dist_to_nearest_important_mrt_rounded,price,built_year,property_type,tenure
675630,4.0,4.0,1.304855,103.7737763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1496.0,1,2730000,2023.0,condo,99-year leasehold
783538,5.0,5.0,1.3642682,103.9675891,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2700.0,3,2079000,1996.0,terraced house,99-year leasehold
865932,4.0,2.0,1.2943763,103.8044831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1625.0,2,1134000,1995.0,hdb,99-year leasehold
755828,5.0,6.0,1.32201645,103.8364503,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7829.0,1,11025000,,terraced house,
304721,3.0,2.0,1.3346024,103.9083972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1560.0,0,934500,1996.0,hdb,99-year leasehold
927770,1.0,1.0,1.2946685,103.8500737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,657.0,0,1365000,2007.0,apartment,99-year leasehold
211875,4.0,5.0,1.30062,103.892783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4716.0,2,8059800,2025.0,semi-detached house,freehold
434664,2.0,2.0,1.35539535,103.9532214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,721.0,2,388500,1985.0,hdb,
374057,3.0,2.0,1.30668715,103.8361813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1561.0,1,3832500,2010.0,apartment,freehold
376033,2.0,2.0,1.277361,103.8493377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1098.0,0,2719500,2017.0,condo,99-year leasehold
645643,3.0,3.0,1.3164867,103.8574675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1130.0,0,2671200,2023.0,apartment,freehold
147597,2.0,2.0,1.3129422,103.8415523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,872.0,0,2380400,,condo,freehold
241839,4.0,4.0,1.3196642,103.923766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1392.0,2,4830000,1980.0,terraced house,freehold
423838,3.0,3.0,1.3087662,103.8090654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1281.0,1,3245400,2024.0,condo,freehold
478130,3.0,2.0,1.3087662,103.8090654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1130.0,1,3032400,2023.0,condo,freehold
536990,3.0,2.0,1.4241899,103.8449321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1001.0,6,581700,2017.0,hdb,99-year leasehold
562341,1.0,1.0,1.30010805,103.8466745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,452.0,0,1342300,2023.0,condo,99-year leasehold
951647,4.0,4.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1765.0,1,3360000,2022.0,condo,freehold
266919,1.0,1.0,1.3031066,103.8329325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,646.0,1,1412200,2023.0,condo,110-year leasehold
568242,4.0,3.0,1.3116278,103.7938855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2088.0,0,7350000,2025.0,condo,99-year leasehold
133948,3.0,2.0,1.3870525,103.7722878,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1000.0,3,577500,2012.0,hdb,99-year leasehold
653031,2.0,2.0,1.3557437,103.8713719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,721.0,1,435800,1985.0,hdb,
336889,4.0,2.0,1.35451645,103.9613821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1270.0,2,661500,1996.0,hdb,
101294,2.0,1.0,1.3765249,103.7573796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,657.0,3,892500,2025.0,condo,99-year leasehold
534693,5.0,7.0,1.3444213,103.8376946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4350.0,1,12075000,2000.0,semi-detached house,freehold
145428,3.0,3.0,1.31525305,103.8033535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1453.0,1,2887500,2015.0,condo,99-year leasehold
528418,3.0,2.0,1.3359167,103.9369444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1130.0,1,648900,2000.0,hdb,99-year leasehold
315935,5.0,6.0,1.4405369,103.8260767,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5230.0,4,6667500,,semi-detached house,
732886,3.0,2.0,1.4471173,103.8141757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1001.0,3,609000,2018.0,hdb,99-year leasehold
644995,5.0,6.0,1.3870489,103.872999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,2,7119000,2013.0,semi-detached house,freehold
659519,4.0,3.0,1.3136277,103.8831086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1313.0,1,2274800,2025.0,condo,freehold
632651,3.0,2.0,1.3499487,103.9499461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1119.0,1,617400,1984.0,hdb,
506452,3.0,2.0,1.310429,103.802821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,936.0,1,2310000,2025.0,condo,freehold
707312,2.0,2.0,1.3252767,103.9326308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,689.0,2,1375500,2027.0,condo,99-year leasehold
398076,5.0,4.0,1.27568865,103.838225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1819.0,1,6161400,2023.0,condo,freehold
546167,3.0,2.0,1.37112775,103.9580767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1130.0,4,575400,1989.0,hdb,99-year leasehold
210683,3.0,2.0,1.34387085,103.7578477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1313.0,1,628800,1997.0,hdb,99-year leasehold
589915,2.0,2.0,1.29773195,103.8559135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,753.0,0,2288000,2024.0,condo,99-year leasehold
627414,4.0,4.0,1.3164867,103.8574675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1399.0,0,3272800,2023.0,apartment,freehold
713387,2.0,1.0,1.32691215,103.8564905,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,893.0,1,974400,1972.0,hdb,99-year leasehold
720007,3.0,2.0,1.39734855,103.8923533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,926.0,1,1076200,2023.0,executive condo,99-year leasehold
169421,3.0,2.0,1.31730585,103.8326075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1281.0,1,3922700,2025.0,condo,freehold
527968,3.0,2.0,1.29841635,103.8571777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,904.0,0,2516800,2024.0,condo,99-year leasehold
950446,4.0,2.0,1.3766152,103.9405293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1313.0,3,724500,1995.0,hdb,99-year leasehold
516648,1.0,1.0,1.30397875,103.8226916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,527.0,2,1541400,2024.0,condo,freehold
688864,6.0,6.0,1.3171727,103.922284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7015.0,2,8998500,2014.0,bungalow,freehold
674664,3.0,2.0,1.3349051,103.8794395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1001.0,1,798000,2017.0,hdb,99-year leasehold
321526,3.0,2.0,1.44002835,103.827741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,958.0,4,1459500,2026.0,condo,99-year leasehold
443596,3.0,3.0,1.42432885,103.8482248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1184.0,6,1257900,2014.0,executive condo,99-year leasehold
567087,4.0,4.0,1.3101838,103.8359137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2368.0,0,10963400,2025.0,apartment,freehold
755683,2.0,2.0,1.39704825,103.8939333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,764.0,1,1155000,2017.0,executive condo,99-year leasehold
861474,2.0,2.0,1.3123637,103.8032709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,667.0,1,1772400,2023.0,condo,freehold
793671,3.0,2.0,1.3113227,103.8524758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1076.0,0,2415000,2026.0,condo,99-year leasehold
797442,5.0,5.0,1.3307918,103.7577266,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4925.0,2,6016500,2013.0,semi-detached house,freehold
679570,3.0,2.0,1.27779165,103.8414036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1140.0,0,1260000,2011.0,hdb,99-year leasehold
666812,5.0,3.0,1.3178998,103.8258621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5985.0,0,14184200,2013.0,condo,freehold
670219,1.0,1.0,1.3027702,103.8694351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,560.0,1,1761900,2023.0,condo,99-year leasehold
753775,2.0,1.0,1.30397875,103.8226916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,710.0,2,1937000,2024.0,condo,freehold
505503,2.0,2.0,1.3533064,103.951144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,796.0,2,472500,1984.0,hdb,
538912,3.0,2.0,1.4472891,103.7708303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,969.0,2,525000,2004.0,hdb,99-year leasehold
984579,4.0,2.0,1.3416378,103.7055321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1270.0,4,735000,1998.0,hdb,
224313,5.0,4.0,1.3393381,103.7638932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1884.0,2,4438400,2024.0,condo,freehold
459816,2.0,2.0,1.3048464,103.8625836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,645.0,1,446200,1982.0,hdb,99-year leasehold
936638,5.0,5.0,1.37269295,103.7699176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6437.0,3,9816300,,corner terrace,999-year leasehold
163049,3.0,2.0,1.31507315,103.8606315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1001.0,1,984900,2017.0,hdb,99-year leasehold
351655,3.0,3.0,1.3164867,103.8574675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1119.0,0,2324700,2023.0,condo,freehold
234703,3.0,2.0,1.37365485,103.8569754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,990.0,2,521800,1981.0,hdb,99-year leasehold
354811,5.0,6.0,1.3555426,103.8802545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3966.0,1,5019000,2008.0,terraced house,freehold
407252,4.0,3.0,1.3136277,103.8831086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1195.0,1,2082900,2025.0,condo,freehold
971073,3.0,2.0,1.2739587,103.8436353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1421.0,0,3514400,2026.0,apartment,99-year leasehold
366130,3.0,3.0,1.29150655,103.8367044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1603.0,1,4376200,2009.0,apartment,freehold
881285,3.0,2.0,1.3620961,103.7444602,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1291.0,2,564900,1987.0,hdb,99-year leasehold
958830,4.0,4.0,1.39490445,103.8799483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1367.0,2,1837500,2016.0,executive condo,99-year leasehold
230223,2.0,1.0,1.4275711,103.7857522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,752.0,1,924000,2014.0,condo,99-year leasehold
247732,7.0,8.0,1.34166185,103.7808309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7900.0,3,12264000,,bungalow,99-year leasehold
803807,3.0,2.0,1.310429,103.802821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,936.0,1,2520300,2025.0,condo,freehold
780006,4.0,4.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1281.0,1,2733200,2022.0,condo,freehold
383425,3.0,2.0,1.3175467,103.8985188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1022.0,1,892500,2011.0,hdb,99-year leasehold
363779,3.0,2.0,1.4501476,103.8157699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1011.0,3,545000,2001.0,hdb,99-year leasehold
195458,4.0,3.0,1.3087662,103.8090654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1345.0,1,3990000,2023.0,condo,freehold
793778,5.0,4.0,1.4290407,103.7720746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1905.0,0,1155000,1995.0,hdb,99-year leasehold
948988,3.0,2.0,1.3580925,103.8421739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1205.0,1,630000,1992.0,hdb,
725724,3.0,2.0,1.2766663,103.8070464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1001.0,1,1143300,,hdb,99-year leasehold
289777,4.0,3.0,1.4170171,103.8450347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1185.0,5,1604400,2017.0,executive condo,99-year leasehold
592664,3.0,2.0,1.32616425,103.9021618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1119.0,1,556500,1986.0,hdb,99-year leasehold
719599,4.0,3.0,1.4377016,103.7773364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1825.0,1,934500,1995.0,hdb,99-year leasehold
120595,3.0,2.0,1.3984628,103.9190743,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,990.0,3,609000,2009.0,hdb,99-year leasehold
802112,5.0,4.0,1.36679605,103.8865754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1679.0,2,2536300,2023.0,condo,99-year leasehold
232140,7.0,9.0,1.3444213,103.8376946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4350.0,1,11340000,2000.0,semi-detached house,freehold
623557,3.0,2.0,1.3086965,103.8981317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,797.0,1,1827000,2025.0,condo,freehold
713738,4.0,4.0,1.330403,103.7949393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1259.0,2,3879300,2021.0,condo,freehold
928274,3.0,2.0,1.3120277,103.8516763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,969.0,0,829500,2004.0,hdb,99-year leasehold
182623,3.0,1.0,1.3131859,103.8996932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1098.0,1,2278600,2025.0,condo,freehold
380948,3.0,2.0,1.4350322,103.8443331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,786.0,6,1050000,2019.0,condo,99-year leasehold
771100,3.0,2.0,1.3402661,103.6957609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1076.0,5,575400,1998.0,hdb,
496924,3.0,2.0,1.330403,103.7949393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,990.0,2,2845500,2021.0,condo,freehold
738955,4.0,4.0,1.44002835,103.827741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1302.0,4,1953000,2026.0,condo,99-year leasehold
354317,2.0,2.0,1.3526158,103.8508846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,678.0,0,1344000,2016.0,condo,99-year leasehold
126122,4.0,2.0,1.2810166,103.8092913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1248.0,1,766500,2006.0,hdb,99-year leasehold
393241,5.0,7.0,1.46136225,103.8361482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7000.0,6,6594000,2007.0,semi-detached house,freehold
969890,3.0,2.0,1.37160725,103.8754021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1076.0,2,617400,1997.0,hdb,
440648,3.0,2.0,1.4241899,103.8449321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1216.0,6,724500,2017.0,hdb,99-year leasehold
447531,3.0,2.0,1.445516,103.8270586,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,936.0,4,1344000,2017.0,executive condo,99-year leasehold
176095,3.0,2.0,1.3877522,103.7694179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1184.0,3,617400,2002.0,hdb,
984774,2.0,2.0,1.29436855,103.8284376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,678.0,2,1669500,2014.0,condo,999-year leasehold
219320,3.0,2.0,1.4349279,103.8452818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,968.0,6,1197000,2027.0,executive condo,99-year leasehold
797081,1.0,1.0,1.35258045,103.8392254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,527.0,1,1037400,2023.0,condo,99-year leasehold
429465,3.0,2.0,1.3306509,103.7670572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1152.0,2,2368800,2024.0,condo,999-year leasehold
358683,2.0,2.0,1.3128118,103.9390329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,947.0,2,1154000,1996.0,condo,99-year leasehold
217390,2.0,1.0,1.3443339,103.8786904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,635.0,1,1567600,2022.0,condo,freehold
571594,2.0,2.0,1.3156128,103.8454853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,657.0,1,1785000,2022.0,condo,freehold
121893,3.0,2.0,1.28163205,103.8423122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,893.0,0,1050000,1981.0,hdb,
940893,3.0,2.0,1.31088855,103.7696621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1044.0,1,588000,1978.0,hdb,
767153,3.0,2.0,1.36781235,103.958219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1377.0,3,701400,1989.0,hdb,99-year leasehold
123368,3.0,3.0,1.30348325,103.8246896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1862.0,2,7039200,2017.0,condo,freehold
472924,3.0,2.0,1.3872543,103.7597827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1399.0,2,848400,2001.0,hdb,
269310,3.0,2.0,1.3955935,103.8990262,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1184.0,1,630000,2002.0,hdb,99-year leasehold
192169,3.0,2.0,1.37640055,103.7748983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1313.0,4,586800,1988.0,hdb,
483294,3.0,2.0,1.26522915,103.8175188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1076.0,0,2815000,2025.0,condo,99-year leasehold
154619,3.0,3.0,1.4349279,103.8452818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1076.0,6,1398400,2027.0,executive condo,99-year leasehold
336512,1.0,1.0,1.37998675,103.9627091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,452.0,5,656200,2011.0,condo,946-year leasehold
231496,3.0,2.0,1.31947695,103.8827697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1302.0,1,795900,1979.0,hdb,99-year leasehold
313868,2.0,2.0,1.32829915,103.8613773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,721.0,1,586800,2016.0,hdb,99-year leasehold
398229,2.0,2.0,1.3159484,103.8575892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,710.0,0,1361800,2026.0,condo,freehold
855268,3.0,2.0,1.3306509,103.7670572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,936.0,2,1870000,2024.0,condo,999-year leasehold
404611,3.0,2.0,1.44761315,103.8335203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1001.0,5,575400,2016.0,hdb,99-year leasehold
733366,3.0,2.0,1.3765249,103.7573796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1012.0,3,1575000,2025.0,condo,99-year leasehold
122472,3.0,2.0,1.3410727,103.6997519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,968.0,5,491400,2000.0,hdb,
100820,3.0,3.0,1.3102151,103.8986321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1475.0,1,3150000,2002.0,apartment,freehold
950485,6.0,6.0,1.4283557,103.7804964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3863.0,1,2940000,1998.0,terraced house,99-year leasehold
933883,3.0,2.0,1.31027885,103.7707617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1033.0,1,912300,2013.0,hdb,99-year leasehold
868774,1.0,1.0,1.3176791,103.8287157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,463.0,0,1344000,2015.0,condo,freehold
774046,3.0,2.0,1.2915415,103.8451744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1259.0,0,3771600,2026.0,condo,99-year leasehold
901966,3.0,2.0,1.39233145,103.8769617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1033.0,2,630000,2010.0,hdb,99-year leasehold
110179,3.0,2.0,1.3850886,103.7409207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1119.0,2,514500,1993.0,hdb,
906838,2.0,1.0,1.3442122,103.8731534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,560.0,1,1029000,2016.0,condo,freehold
775285,3.0,2.0,1.4023268,103.8957707,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1205.0,1,648900,2017.0,hdb,99-year leasehold
423525,3.0,2.0,1.29932595,103.8331967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1399.0,1,4357500,2014.0,condo,99-year leasehold
